Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
17-September-2021,4079.40,4079.40,3815.25,3848.70,3833.761678543151227236,2526,381,9684082.00,2526,100.00,264.15,-230.70
16-September-2021,4250.00,4294.00,3969.45,4016.05,4079.412762520193861066,2476,373,10100626.00,2476,100.00,324.55,-233.95
15-September-2021,4137.60,4234.60,4066.85,4178.35,4118.122948181525587383,3107,540,12795008.00,2439,78.50,167.75,40.75
14-September-2021,4200.00,4234.65,4000.00,4111.85,4112.966458426297783727,13446,1859,55302947.00,10570,78.61,234.65,-88.15
13-September-2021,3999.00,4135.00,3950.00,4130.30,4080.931269740998104864,7915,1400,32300571.00,5565,70.31,185.00,131.30
9-September-2021,3915.00,3947.20,3799.80,3947.20,3938.622468659594985535,8296,659,32674812.00,8296,100.00,147.40,32.20
8-September-2021,3649.00,3759.25,3528.80,3759.25,3749.507853403141361256,6494,471,24349304.00,6494,100.00,230.45,110.25
7-September-2021,3475.00,3592.35,3401.00,3580.25,3524.351030110935023771,1262,233,4447731.00,1262,100.00,191.35,105.25
6-September-2021,3350.00,3440.00,3271.00,3421.40,3366.588007736943907156,1551,184,5221578.00,1551,100.00,169.00,71.40
3-September-2021,3279.40,3352.00,3220.10,3314.20,3290.979671618451915559,1279,128,4209163.00,1279,100.00,131.90,34.80
2-September-2021,3201.00,3285.00,3201.00,3221.65,3233.429906542056074766,321,79,1037931.00,321,100.00,84.00,20.65
1-September-2021,3300.00,3300.00,3180.00,3253.25,3225.206896551724137931,1073,225,3460647.00,1073,100.00,120.00,-46.75
31-August-2021,3329.00,3347.90,3250.00,3269.60,3283.500000000000000000,462,79,1516977.00,462,100.00,97.90,-59.40
30-August-2021,3278.95,3313.00,3208.00,3262.30,3261.500000000000000000,366,94,1193709.00,366,100.00,105.00,-16.65
27-August-2021,3161.00,3243.75,3161.00,3210.30,3199.178861788617886178,246,64,786998.00,246,100.00,82.75,49.30
26-August-2021,3307.00,3307.00,3158.00,3212.50,3198.322074788902291917,829,178,2651409.00,829,100.00,149.00,-94.50
25-August-2021,3290.00,3290.00,3193.05,3257.00,3239.948186528497409326,386,73,1250620.00,386,100.00,96.95,-33.00
24-August-2021,2971.10,3197.35,2970.00,3197.35,3074.858088930936613055,1057,200,3250125.00,1057,100.00,227.35,226.25
23-August-2021,3018.80,3164.40,3016.75,3045.10,3027.164985052316890881,5352,845,16201387.00,5352,100.00,147.65,26.30
20-August-2021,3269.35,3288.35,3161.00,3175.50,3204.828332170272156315,1433,276,4592519.00,1433,100.00,127.35,-93.85
18-August-2021,3397.95,3397.95,3219.00,3319.85,3269.359254498714652956,1556,145,5087123.00,1556,100.00,178.95,-78.10
17-August-2021,3388.30,3399.00,3250.00,3375.65,3320.053918044572250179,1391,266,4618195.00,1391,100.00,149.00,-12.65
16-August-2021,3498.80,3498.80,3323.05,3378.55,3388.302702702702702702,555,120,1880508.00,555,100.00,175.75,-120.25
13-August-2021,3415.00,3518.00,3415.00,3457.50,3450.345559845559845559,518,95,1787279.00,518,100.00,103.00,42.50
12-August-2021,3438.00,3498.80,3403.00,3477.95,3462.156057494866529774,487,90,1686070.00,487,100.00,95.80,39.95
11-August-2021,3450.00,3489.40,3284.75,3421.85,3317.853954802259887005,3540,270,11745203.00,3540,100.00,204.65,-28.15
10-August-2021,3579.00,3579.00,3411.60,3457.60,3454.087912087912087912,1001,137,3457542.00,1001,100.00,167.40,-121.40
9-August-2021,3323.05,3547.90,3323.05,3531.35,3432.858717434869739478,998,145,3425993.00,998,100.00,224.85,208.30
6-August-2021,3403.10,3510.00,3403.10,3448.95,3453.849862258953168044,726,120,2507495.00,726,100.00,106.90,45.85
5-August-2021,3449.00,3549.00,3281.10,3482.05,3376.934917355371900826,968,161,3268873.00,968,100.00,267.90,33.05
4-August-2021,3469.90,3544.00,3280.00,3419.50,3317.086456316209135436,8779,297,29120702.00,8779,100.00,264.00,-50.40
3-August-2021,3524.00,3543.60,3402.00,3452.50,3469.923139820114472608,1223,343,4243716.00,1223,100.00,141.60,-71.50
2-August-2021,3488.00,3570.00,3401.05,3489.85,3497.357191547375596455,1467,250,5130623.00,1467,100.00,168.95,1.85
30-July-2021,3449.00,3484.00,3324.00,3417.25,3436.126093669583118888,1943,304,6676393.00,1943,100.00,160.00,-31.75
29-July-2021,3395.00,3439.60,3364.00,3416.95,3409.071801566579634464,766,186,2611349.00,766,100.00,75.60,21.95
28-July-2021,3380.00,3380.00,3262.30,3337.00,3342.985155195681511470,741,159,2477152.00,741,100.00,117.70,-43.00
27-July-2021,3260.00,3379.00,3260.00,3329.30,3339.573320719016083254,1057,161,3529929.00,1057,100.00,119.00,69.30
26-July-2021,3221.10,3330.00,3175.00,3299.40,3253.058948863636363636,2816,558,9160614.00,2816,100.00,155.00,78.30
23-July-2021,3304.00,3380.00,3200.00,3272.05,3288.266899766899766899,858,199,2821333.00,858,100.00,180.00,-31.95
22-July-2021,3198.00,3348.00,3198.00,3303.70,3261.247914581247914581,2997,643,9773960.00,2997,100.00,150.00,105.70
20-July-2021,3388.45,3388.45,3150.10,3254.75,3211.099165894346617238,1079,234,3464776.00,1079,100.00,238.35,-133.70
19-July-2021,3303.45,3400.00,3230.05,3294.95,3312.179036827195467422,1765,280,5845996.00,1765,100.00,169.95,-8.50
16-July-2021,3515.00,3515.00,3250.00,3303.45,3316.877214668314791924,2427,317,8050061.00,2427,100.00,265.00,-211.55
15-July-2021,3544.45,3544.45,3350.00,3385.00,3454.881199111769059955,2702,202,9335089.00,2702,100.00,194.45,-159.45
14-July-2021,3141.70,3472.40,3141.70,3423.55,3243.504602888086642599,11080,1150,35938031.00,11080,100.00,330.70,281.85
13-July-2021,3460.00,3545.00,3307.05,3307.05,3355.682767624020887728,3064,764,10281812.00,3064,100.00,237.95,-152.95
12-July-2021,3630.00,3630.00,3399.90,3481.10,3473.212646370023419203,2135,362,7415309.00,2135,100.00,230.10,-148.90
9-July-2021,3600.00,3660.00,3405.80,3538.00,3506.869114990969295605,8305,784,29124548.00,8305,100.00,254.20,-62.00
8-July-2021,3584.00,3599.00,3500.00,3584.15,3549.560689879596485519,3073,554,10907800.00,3073,100.00,99.00,0.15
7-July-2021,3580.00,3596.00,3500.00,3527.05,3561.797561758100737888,3117,489,11102123.00,3117,100.00,96.00,-52.95
6-July-2021,3270.00,3425.00,3270.00,3425.00,3422.063474248659433844,8019,472,27441527.00,8019,100.00,155.00,155.00
5-July-2021,3243.90,3269.80,3127.00,3261.95,3222.276221692491060786,3356,308,10813959.00,3356,100.00,142.80,18.05
2-July-2021,3189.00,3189.00,3050.00,3114.10,3109.579256360078277886,2044,388,6355980.00,2044,100.00,139.00,-74.90
1-July-2021,3258.90,3258.90,3050.00,3140.55,3129.541300527240773286,2276,462,7122836.00,2276,100.00,208.90,-118.35
30-June-2021,3190.00,3200.00,3115.00,3144.90,3164.325705939629990262,2054,357,6499525.00,2054,100.00,85.00,-45.10
29-June-2021,3075.00,3118.85,2999.00,3067.25,3099.686780413372173671,7209,846,22345642.00,7209,100.00,119.85,-7.75
28-June-2021,2870.00,2982.70,2776.00,2970.35,2978.780449718925671455,16010,2134,47690275.00,16010,100.00,206.70,100.35
25-June-2021,2738.00,2854.30,2688.10,2840.70,2770.484101748807631160,1258,190,3485269.00,1258,100.00,166.20,102.70
24-June-2021,2738.25,2801.00,2650.00,2718.40,2721.897637795275590551,1016,157,2765448.00,1016,100.00,151.00,-19.85
23-June-2021,2749.00,2749.00,2650.10,2713.80,2719.701414743112434847,1343,144,3652559.00,1343,100.00,98.90,-35.20
22-June-2021,2675.00,2714.85,2650.10,2689.20,2687.757685352622061482,553,100,1486330.00,553,100.00,64.75,14.20
21-June-2021,2786.00,2786.00,2626.60,2650.45,2661.474206349206349206,504,93,1341383.00,504,100.00,159.40,-135.55
18-June-2021,2753.90,2753.90,2575.90,2682.25,2667.177192982456140350,1140,153,3040582.00,1140,100.00,178.00,-71.65
17-June-2021,2664.00,2735.65,2656.00,2683.90,2694.307535641547861507,982,153,2645810.00,982,100.00,79.65,19.90
16-June-2021,2664.00,2720.00,2560.00,2697.05,2672.756538278649548264,2103,282,5620807.00,2103,100.00,160.00,33.05
15-June-2021,2445.00,2617.80,2445.00,2593.40,2533.945216049382716049,2592,267,6567986.00,2592,100.00,172.80,148.40
14-June-2021,2486.90,2540.00,2378.80,2493.15,2464.341847265221878224,3876,568,9551789.00,3876,100.00,161.20,6.25
11-June-2021,2505.00,2524.00,2455.10,2498.80,2486.931603773584905660,424,85,1054459.00,424,100.00,68.90,-6.20
10-June-2021,2547.00,2547.00,2435.00,2456.85,2474.984693877551020408,980,180,2425485.00,980,100.00,112.00,-90.15
9-June-2021,2581.00,2581.00,2412.00,2488.45,2494.641671436748712077,1747,273,4358139.00,1747,100.00,169.00,-92.55
8-June-2021,2466.85,2511.60,2410.25,2496.50,2463.573896801307494746,4283,1148,10551487.00,2753,64.28,101.35,29.65
7-June-2021,2478.00,2478.00,2425.00,2450.65,2453.138178096212896622,977,247,2396716.00,509,52.10,53.00,-27.35
4-June-2021,2521.05,2521.05,2400.00,2424.85,2433.200656352555086732,4266,764,10380034.00,2767,64.86,121.05,-96.20
3-June-2021,2556.00,2638.00,2480.00,2500.10,2551.959085614443797320,6868,1382,17526855.00,4428,64.47,158.00,-55.90
2-June-2021,2679.90,2680.00,2560.00,2586.35,2609.260459961208090883,3609,865,9416821.00,1992,55.20,120.00,-93.55
1-June-2021,2620.00,2685.00,2553.65,2627.35,2612.078019367805591083,5473,848,14295903.00,2223,40.62,131.35,7.35
31-May-2021,2505.00,2626.85,2505.00,2582.65,2606.540039412396990326,11164,1417,29099413.00,5652,50.63,121.85,77.65
28-May-2021,2462.00,2566.55,2462.00,2501.80,2538.405191873589164785,3544,469,8996108.00,2190,61.79,104.55,39.80
27-May-2021,2450.00,2491.15,2425.05,2444.35,2468.091847826086956521,1840,521,4541289.00,1091,59.29,66.10,-5.65
26-May-2021,2489.00,2489.70,2366.30,2449.30,2449.729722792607802874,3896,988,9544147.00,2566,65.86,123.40,-39.70
25-May-2021,2483.85,2548.80,2462.30,2488.55,2510.676073619631901840,1630,414,4092402.00,729,44.72,86.50,4.70
24-May-2021,2457.00,2486.25,2407.35,2441.80,2447.639263803680981595,2445,540,5984478.00,1798,73.54,78.90,-15.20
21-May-2021,2480.00,2538.50,2440.00,2457.05,2473.709535020600353148,3398,888,8405665.00,1948,57.33,98.50,-22.95
20-May-2021,2370.00,2450.00,2337.55,2417.65,2397.174274661508704061,5170,1225,12393391.00,2708,52.38,112.45,47.65
19-May-2021,2389.00,2444.00,2272.50,2340.00,2358.072240059273894788,8098,1349,19095669.00,5215,64.40,171.50,-49.00
18-May-2021,2290.00,2391.60,2268.35,2387.35,2352.313152400835073068,13412,1797,31549224.00,4812,35.88,123.25,97.35
17-May-2021,2007.00,2174.20,2007.00,2174.20,2165.902661990455930546,17393,1197,37671545.00,9150,52.61,167.20,167.20
14-May-2021,1908.00,2000.00,1872.00,1976.55,1938.306415739948674080,5845,1151,11329401.00,3710,63.47,128.00,68.55
12-May-2021,2028.00,2028.00,1890.45,1908.60,1954.649334063127166575,5481,1524,10713433.00,1570,28.64,137.55,-119.40
11-May-2021,2000.00,2044.00,1931.75,1988.35,1995.859622256253190403,1959,468,3909889.00,1049,53.55,112.25,-11.65
10-May-2021,1989.00,2016.25,1967.05,1986.45,1987.695260477869173521,2553,748,5074586.00,1214,47.55,49.20,-2.55
7-May-2021,1936.70,1989.00,1882.00,1961.95,1912.025982678214523650,1501,393,2869951.00,536,35.71,107.00,25.25
6-May-2021,1939.00,1945.50,1921.00,1926.00,1927.851735015772870662,634,141,1222258.00,413,65.14,24.50,-13.00
5-May-2021,1891.80,1944.00,1874.85,1918.95,1915.041666666666666666,1464,304,2803621.00,627,42.83,69.15,27.15
4-May-2021,1898.90,1923.00,1843.55,1854.40,1900.878282617757398916,2399,490,4560207.00,1400,58.36,79.45,-44.50
3-May-2021,1825.40,1895.55,1810.00,1872.75,1861.236125126135216952,991,245,1844485.00,515,51.97,85.55,47.35
30-April-2021,1844.00,1868.50,1814.55,1832.40,1838.114975159687721788,1409,477,2589904.00,590,41.87,53.95,-11.60
29-April-2021,1853.10,1882.35,1827.65,1848.20,1845.913398692810457516,612,197,1129699.00,250,40.85,54.70,-4.90
28-April-2021,1824.00,1920.00,1824.00,1849.90,1860.837365591397849462,1488,339,2768926.00,858,57.66,96.00,25.90
27-April-2021,1769.40,1809.30,1744.75,1788.75,1776.654099905749293119,2122,574,3770060.00,1454,68.52,64.55,19.35
26-April-2021,1779.00,1803.55,1733.05,1767.65,1755.601990049751243781,1809,420,3175884.00,862,47.65,70.50,-11.35
23-April-2021,1818.00,1826.00,1725.00,1750.45,1763.889295995812614498,3821,921,6739821.00,1841,48.18,101.00,-67.55
22-April-2021,1779.00,1829.60,1742.95,1820.30,1802.665759019741320626,1469,313,2648116.00,490,33.36,86.65,41.30
20-April-2021,1779.80,1810.00,1766.40,1778.25,1783.773706896551724137,2784,285,4966026.00,1582,56.82,43.60,-1.55
19-April-2021,1784.70,1800.05,1661.65,1737.30,1725.987682970367725812,5602,1236,9668983.00,3039,54.25,138.40,-47.40
